Year,Education,Gender,Area,Major,Graduates,Employed
2008,71 Higher polytechnic degree (Master),Both sexes,Åland,Education,,
2008,71 Higher polytechnic degree (Master),Both sexes,Unknown,Education,,
2008,71 Higher polytechnic degree (Master),Males,Total,Education,,
2008,71 Higher polytechnic degree (Master),Males,Uusimaa,Education,,
2008,71 Higher polytechnic degree (Master),Males,Varsinais-Suomi,Education,,
2008,71 Higher polytechnic degree (Master),Males,Satakunta,Education,,
2008,71 Higher polytechnic degree (Master),Males,Kanta-Häme,Education,,
2008,71 Higher polytechnic degree (Master),Males,Pirkanmaa,Education,,
2008,71 Higher polytechnic degree (Master),Males,Päijät-Häme,Education,,
2008,71 Higher polytechnic degree (Master),Males,Kymenlaakso,Education,,
2008,71 Higher polytechnic degree (Master),Males,South Karelia,Education,,
2008,71 Higher polytechnic degree (Master),Males,Etelä-Savo,Education,,
2008,71 Higher polytechnic degree (Master),Males,Pohjois-Savo,Education,,
2008,71 Higher polytechnic degree (Master),Males,North Karelia,Education,,
2008,71 Higher polytechnic degree (Master),Males,Central Finland,Education,,
2008,71 Higher polytechnic degree (Master),Males,South Ostrobothnia,Education,,
2008,71 Higher polytechnic degree (Master),Males,Ostrobothnia,Education,,
2008,71 Higher polytechnic degree (Master),Males,Central Ostrobothnia,Education,,
2008,71 Higher polytechnic degree (Master),Males,North Ostrobothnia,Education,,
2008,71 Higher polytechnic degree (Master),Males,Kainuu,Education,,
2008,71 Higher polytechnic degree (Master),Males,Lapland,Education,,
2008,71 Higher polytechnic degree (Master),Males,Åland,Education,,
2008,71 Higher polytechnic degree (Master),Males,Unknown,Education,,
2008,71 Higher polytechnic degree (Master),Females,Total,Education,,
2008,71 Higher polytechnic degree (Master),Females,Uusimaa,Education,,
2008,71 Higher polytechnic degree (Master),Females,Varsinais-Suomi,Education,,
2008,71 Higher polytechnic degree (Master),Females,Satakunta,Education,,
2008,71 Higher polytechnic degree (Master),Females,Kanta-Häme,Education,,
2008,71 Higher polytechnic degree (Master),Females,Pirkanmaa,Education,,
2008,71 Higher polytechnic degree (Master),Females,Päijät-Häme,Education,,
2008,71 Higher polytechnic degree (Master),Females,Kymenlaakso,Education,,
2008,71 Higher polytechnic degree (Master),Females,South Karelia,Education,,
2008,71 Higher polytechnic degree (Master),Females,Etelä-Savo,Education,,
2008,71 Higher polytechnic degree (Master),Females,Pohjois-Savo,Education,,
2008,71 Higher polytechnic degree (Master),Females,North Karelia,Education,,
2008,71 Higher polytechnic degree (Master),Females,Central Finland,Education,,
2008,71 Higher polytechnic degree (Master),Females,South Ostrobothnia,Education,,
2008,71 Higher polytechnic degree (Master),Females,Ostrobothnia,Education,,
2008,71 Higher polytechnic degree (Master),Females,Central Ostrobothnia,Education,,
2008,71 Higher polytechnic degree (Master),Females,North Ostrobothnia,Education,,
2008,71 Higher polytechnic degree (Master),Females,Kainuu,Education,,
2008,71 Higher polytechnic degree (Master),Females,Lapland,Education,,
2008,71 Higher polytechnic degree (Master),Females,Åland,Education,,
2008,71 Higher polytechnic degree (Master),Females,Unknown,Education,,
2008,72 Higher university degree (Master),Both sexes,Total,Education,1676,1388
2008,72 Higher university degree (Master),Both sexes,Uusimaa,Education,488,429
2008,72 Higher university degree (Master),Both sexes,Varsinais-Suomi,Education,147,114
2008,72 Higher university degree (Master),Both sexes,Satakunta,Education,52,38
2008,72 Higher university degree (Master),Both sexes,Kanta-Häme,Education,41,38
2008,72 Higher university degree (Master),Both sexes,Pirkanmaa,Education,149,127
2008,72 Higher university degree (Master),Both sexes,Päijät-Häme,Education,39,34
2008,72 Higher university degree (Master),Both sexes,Kymenlaakso,Education,30,26
2008,72 Higher university degree (Master),Both sexes,South Karelia,Education,34,26
2008,72 Higher university degree (Master),Both sexes,Etelä-Savo,Education,34,30
2008,72 Higher university degree (Master),Both sexes,Pohjois-Savo,Education,57,49
2008,72 Higher university degree (Master),Both sexes,North Karelia,Education,56,46
2008,72 Higher university degree (Master),Both sexes,Central Finland,Education,103,74
2008,72 Higher university degree (Master),Both sexes,South Ostrobothnia,Education,56,49
2008,72 Higher university degree (Master),Both sexes,Ostrobothnia,Education,69,62
2008,72 Higher university degree (Master),Both sexes,Central Ostrobothnia,Education,16,15
2008,72 Higher university degree (Master),Both sexes,North Ostrobothnia,Education,187,142
2008,72 Higher university degree (Master),Both sexes,Kainuu,Education,23,16
2008,72 Higher university degree (Master),Both sexes,Lapland,Education,90,70
2008,72 Higher university degree (Master),Both sexes,Åland,Education,5,
2008,72 Higher university degree (Master),Both sexes,Unknown,Education,,
2008,72 Higher university degree (Master),Males,Total,Education,287,244
2008,72 Higher university degree (Master),Males,Uusimaa,Education,81,69
2008,72 Higher university degree (Master),Males,Varsinais-Suomi,Education,28,24
2008,72 Higher university degree (Master),Males,Satakunta,Education,9,
2008,72 Higher university degree (Master),Males,Kanta-Häme,Education,6,
2008,72 Higher university degree (Master),Males,Pirkanmaa,Education,36,30
2008,72 Higher university degree (Master),Males,Päijät-Häme,Education,8,
2008,72 Higher university degree (Master),Males,Kymenlaakso,Education,3,
2008,72 Higher university degree (Master),Males,South Karelia,Education,4,
2008,72 Higher university degree (Master),Males,Etelä-Savo,Education,5,
2008,72 Higher university degree (Master),Males,Pohjois-Savo,Education,7,
2008,72 Higher university degree (Master),Males,North Karelia,Education,8,
2008,72 Higher university degree (Master),Males,Central Finland,Education,13,8
2008,72 Higher university degree (Master),Males,South Ostrobothnia,Education,9,
2008,72 Higher university degree (Master),Males,Ostrobothnia,Education,14,13
2008,72 Higher university degree (Master),Males,Central Ostrobothnia,Education,5,
2008,72 Higher university degree (Master),Males,North Ostrobothnia,Education,33,29
2008,72 Higher university degree (Master),Males,Kainuu,Education,1,
2008,72 Higher university degree (Master),Males,Lapland,Education,15,14
2008,72 Higher university degree (Master),Males,Åland,Education,2,
2008,72 Higher university degree (Master),Males,Unknown,Education,,
2008,72 Higher university degree (Master),Females,Total,Education,1389,1144
2008,72 Higher university degree (Master),Females,Uusimaa,Education,407,360
2008,72 Higher university degree (Master),Females,Varsinais-Suomi,Education,119,90
2008,72 Higher university degree (Master),Females,Satakunta,Education,43,32
2008,72 Higher university degree (Master),Females,Kanta-Häme,Education,35,33
2008,72 Higher university degree (Master),Females,Pirkanmaa,Education,113,97
2008,72 Higher university degree (Master),Females,Päijät-Häme,Education,31,27
2008,72 Higher university degree (Master),Females,Kymenlaakso,Education,27,24
2008,72 Higher university degree (Master),Females,South Karelia,Education,30,24
2008,72 Higher university degree (Master),Females,Etelä-Savo,Education,29,25
2008,72 Higher university degree (Master),Females,Pohjois-Savo,Education,50,43
2008,72 Higher university degree (Master),Females,North Karelia,Education,48,38
2008,72 Higher university degree (Master),Females,Central Finland,Education,90,66
2008,72 Higher university degree (Master),Females,South Ostrobothnia,Education,47,40
2008,72 Higher university degree (Master),Females,Ostrobothnia,Education,55,49
2008,72 Higher university degree (Master),Females,Central Ostrobothnia,Education,11,10
2008,72 Higher university degree (Master),Females,North Ostrobothnia,Education,154,113
2008,72 Higher university degree (Master),Females,Kainuu,Education,22,15
2008,72 Higher university degree (Master),Females,Lapland,Education,75,56
2008,72 Higher university degree (Master),Females,Åland,Education,3,
2008,72 Higher university degree (Master),Females,Unknown,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Total,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Uusimaa,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Varsinais-Suomi,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Satakunta,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Kanta-Häme,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Pirkanmaa,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Päijät-Häme,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Kymenlaakso,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,South Karelia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Etelä-Savo,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Pohjois-Savo,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,North Karelia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Central Finland,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,South Ostrobothnia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Ostrobothnia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Central Ostrobothnia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,North Ostrobothnia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Kainuu,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Lapland,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Åland,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Both sexes,Unknown,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Total,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Uusimaa,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Varsinais-Suomi,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Satakunta,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Kanta-Häme,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Pirkanmaa,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Päijät-Häme,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Kymenlaakso,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,South Karelia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Etelä-Savo,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Pohjois-Savo,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,North Karelia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Central Finland,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,South Ostrobothnia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Ostrobothnia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Central Ostrobothnia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,North Ostrobothnia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Kainuu,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Lapland,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Åland,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Males,Unknown,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Total,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Uusimaa,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Varsinais-Suomi,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Satakunta,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Kanta-Häme,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Pirkanmaa,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Päijät-Häme,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Kymenlaakso,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,South Karelia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Etelä-Savo,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Pohjois-Savo,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,North Karelia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Central Finland,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,South Ostrobothnia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Ostrobothnia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Central Ostrobothnia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,North Ostrobothnia,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Kainuu,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Lapland,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Åland,Education,,
2008,"73 Professional specialisation in medicine, veterinary and dentistry",Females,Unknown,Education,,
2008,81 Licentiate's degree,Both sexes,Total,Education,26,7
2008,81 Licentiate's degree,Both sexes,Uusimaa,Education,6,
2008,81 Licentiate's degree,Both sexes,Varsinais-Suomi,Education,3,
2008,81 Licentiate's degree,Both sexes,Satakunta,Education,,
2008,81 Licentiate's degree,Both sexes,Kanta-Häme,Education,,
2008,81 Licentiate's degree,Both sexes,Pirkanmaa,Education,1,
2008,81 Licentiate's degree,Both sexes,Päijät-Häme,Education,,
2008,81 Licentiate's degree,Both sexes,Kymenlaakso,Education,,
2008,81 Licentiate's degree,Both sexes,South Karelia,Education,1,
2008,81 Licentiate's degree,Both sexes,Etelä-Savo,Education,,
2008,81 Licentiate's degree,Both sexes,Pohjois-Savo,Education,1,
2008,81 Licentiate's degree,Both sexes,North Karelia,Education,3,
2008,81 Licentiate's degree,Both sexes,Central Finland,Education,4,
2008,81 Licentiate's degree,Both sexes,South Ostrobothnia,Education,,
2008,81 Licentiate's degree,Both sexes,Ostrobothnia,Education,1,
2008,81 Licentiate's degree,Both sexes,Central Ostrobothnia,Education,1,
2008,81 Licentiate's degree,Both sexes,North Ostrobothnia,Education,3,
2008,81 Licentiate's degree,Both sexes,Kainuu,Education,,
2008,81 Licentiate's degree,Both sexes,Lapland,Education,2,
2008,81 Licentiate's degree,Both sexes,Åland,Education,,
2008,81 Licentiate's degree,Both sexes,Unknown,Education,,
2008,81 Licentiate's degree,Males,Total,Education,8,
2008,81 Licentiate's degree,Males,Uusimaa,Education,3,
2008,81 Licentiate's degree,Males,Varsinais-Suomi,Education,1,
2008,81 Licentiate's degree,Males,Satakunta,Education,,
2008,81 Licentiate's degree,Males,Kanta-Häme,Education,,
2008,81 Licentiate's degree,Males,Pirkanmaa,Education,,
2008,81 Licentiate's degree,Males,Päijät-Häme,Education,,
2008,81 Licentiate's degree,Males,Kymenlaakso,Education,,
2008,81 Licentiate's degree,Males,South Karelia,Education,,
2008,81 Licentiate's degree,Males,Etelä-Savo,Education,,
2008,81 Licentiate's degree,Males,Pohjois-Savo,Education,,
2008,81 Licentiate's degree,Males,North Karelia,Education,,
2008,81 Licentiate's degree,Males,Central Finland,Education,1,
2008,81 Licentiate's degree,Males,South Ostrobothnia,Education,,
2008,81 Licentiate's degree,Males,Ostrobothnia,Education,1,
2008,81 Licentiate's degree,Males,Central Ostrobothnia,Education,,
2008,81 Licentiate's degree,Males,North Ostrobothnia,Education,1,
2008,81 Licentiate's degree,Males,Kainuu,Education,,
2008,81 Licentiate's degree,Males,Lapland,Education,1,
2008,81 Licentiate's degree,Males,Åland,Education,,
2008,81 Licentiate's degree,Males,Unknown,Education,,
2008,81 Licentiate's degree,Females,Total,Education,18,6
2008,81 Licentiate's degree,Females,Uusimaa,Education,3,
2008,81 Licentiate's degree,Females,Varsinais-Suomi,Education,2,
2008,81 Licentiate's degree,Females,Satakunta,Education,,
2008,81 Licentiate's degree,Females,Kanta-Häme,Education,,
2008,81 Licentiate's degree,Females,Pirkanmaa,Education,1,
2008,81 Licentiate's degree,Females,Päijät-Häme,Education,,
2008,81 Licentiate's degree,Females,Kymenlaakso,Education,,
2008,81 Licentiate's degree,Females,South Karelia,Education,1,
2008,81 Licentiate's degree,Females,Etelä-Savo,Education,,
2008,81 Licentiate's degree,Females,Pohjois-Savo,Education,1,
2008,81 Licentiate's degree,Females,North Karelia,Education,3,
2008,81 Licentiate's degree,Females,Central Finland,Education,3,
2008,81 Licentiate's degree,Females,South Ostrobothnia,Education,,
2008,81 Licentiate's degree,Females,Ostrobothnia,Education,,
2008,81 Licentiate's degree,Females,Central Ostrobothnia,Education,1,
2008,81 Licentiate's degree,Females,North Ostrobothnia,Education,2,
2008,81 Licentiate's degree,Females,Kainuu,Education,,
2008,81 Licentiate's degree,Females,Lapland,Education,1,
2008,81 Licentiate's degree,Females,Åland,Education,,
2008,81 Licentiate's degree,Females,Unknown,Education,,
2008,82 Doctoral or equivalent level,Both sexes,Total,Education,85,72
2008,82 Doctoral or equivalent level,Both sexes,Uusimaa,Education,25,20
2008,82 Doctoral or equivalent level,Both sexes,Varsinais-Suomi,Education,11,9
2008,82 Doctoral or equivalent level,Both sexes,Satakunta,Education,2,
2008,82 Doctoral or equivalent level,Both sexes,Kanta-Häme,Education,3,
2008,82 Doctoral or equivalent level,Both sexes,Pirkanmaa,Education,7,
2008,82 Doctoral or equivalent level,Both sexes,Päijät-Häme,Education,1,
2008,82 Doctoral or equivalent level,Both sexes,Kymenlaakso,Education,1,
2008,82 Doctoral or equivalent level,Both sexes,South Karelia,Education,,
2008,82 Doctoral or equivalent level,Both sexes,Etelä-Savo,Education,,
2008,82 Doctoral or equivalent level,Both sexes,Pohjois-Savo,Education,,
2008,82 Doctoral or equivalent level,Both sexes,North Karelia,Education,5,
2008,82 Doctoral or equivalent level,Both sexes,Central Finland,Education,9,
2008,82 Doctoral or equivalent level,Both sexes,South Ostrobothnia,Education,,
2008,82 Doctoral or equivalent level,Both sexes,Ostrobothnia,Education,3,
2008,82 Doctoral or equivalent level,Both sexes,Central Ostrobothnia,Education,1,
2008,82 Doctoral or equivalent level,Both sexes,North Ostrobothnia,Education,10,7
2008,82 Doctoral or equivalent level,Both sexes,Kainuu,Education,,
2008,82 Doctoral or equivalent level,Both sexes,Lapland,Education,7,
2008,82 Doctoral or equivalent level,Both sexes,Åland,Education,,
2008,82 Doctoral or equivalent level,Both sexes,Unknown,Education,,
2008,82 Doctoral or equivalent level,Males,Total,Education,26,18
2008,82 Doctoral or equivalent level,Males,Uusimaa,Education,10,7
2008,82 Doctoral or equivalent level,Males,Varsinais-Suomi,Education,2,
2008,82 Doctoral or equivalent level,Males,Satakunta,Education,,
2008,82 Doctoral or equivalent level,Males,Kanta-Häme,Education,,
2008,82 Doctoral or equivalent level,Males,Pirkanmaa,Education,3,
2008,82 Doctoral or equivalent level,Males,Päijät-Häme,Education,,
2008,82 Doctoral or equivalent level,Males,Kymenlaakso,Education,,
2008,82 Doctoral or equivalent level,Males,South Karelia,Education,,
2008,82 Doctoral or equivalent level,Males,Etelä-Savo,Education,,
2008,82 Doctoral or equivalent level,Males,Pohjois-Savo,Education,,
2008,82 Doctoral or equivalent level,Males,North Karelia,Education,1,
2008,82 Doctoral or equivalent level,Males,Central Finland,Education,4,
2008,82 Doctoral or equivalent level,Males,South Ostrobothnia,Education,,
2008,82 Doctoral or equivalent level,Males,Ostrobothnia,Education,1,
2008,82 Doctoral or equivalent level,Males,Central Ostrobothnia,Education,,
2008,82 Doctoral or equivalent level,Males,North Ostrobothnia,Education,4,
2008,82 Doctoral or equivalent level,Males,Kainuu,Education,,
2008,82 Doctoral or equivalent level,Males,Lapland,Education,1,
2008,82 Doctoral or equivalent level,Males,Åland,Education,,
2008,82 Doctoral or equivalent level,Males,Unknown,Education,,
2008,82 Doctoral or equivalent level,Females,Total,Education,59,54
2008,82 Doctoral or equivalent level,Females,Uusimaa,Education,15,13
2008,82 Doctoral or equivalent level,Females,Varsinais-Suomi,Education,9,
2008,82 Doctoral or equivalent level,Females,Satakunta,Education,2,
2008,82 Doctoral or equivalent level,Females,Kanta-Häme,Education,3,
2008,82 Doctoral or equivalent level,Females,Pirkanmaa,Education,4,
2008,82 Doctoral or equivalent level,Females,Päijät-Häme,Education,1,
2008,82 Doctoral or equivalent level,Females,Kymenlaakso,Education,1,
2008,82 Doctoral or equivalent level,Females,South Karelia,Education,,
2008,82 Doctoral or equivalent level,Females,Etelä-Savo,Education,,
2008,82 Doctoral or equivalent level,Females,Pohjois-Savo,Education,,
2008,82 Doctoral or equivalent level,Females,North Karelia,Education,4,
2008,82 Doctoral or equivalent level,Females,Central Finland,Education,5,
2008,82 Doctoral or equivalent level,Females,South Ostrobothnia,Education,,
2008,82 Doctoral or equivalent level,Females,Ostrobothnia,Education,2,
2008,82 Doctoral or equivalent level,Females,Central Ostrobothnia,Education,1,
2008,82 Doctoral or equivalent level,Females,North Ostrobothnia,Education,6,
2008,82 Doctoral or equivalent level,Females,Kainuu,Education,,
2008,82 Doctoral or equivalent level,Females,Lapland,Education,6,
2008,82 Doctoral or equivalent level,Females,Åland,Education,,
2008,82 Doctoral or equivalent level,Females,Unknown,Education,,
2009,Total,Both sexes,Total,Education,3902,2687
2009,Total,Both sexes,Uusimaa,Education,1264,927
2009,Total,Both sexes,Varsinais-Suomi,Education,338,228
2009,Total,Both sexes,Satakunta,Education,109,83
2009,Total,Both sexes,Kanta-Häme,Education,91,75
2009,Total,Both sexes,Pirkanmaa,Education,294,187
2009,Total,Both sexes,Päijät-Häme,Education,89,69
2009,Total,Both sexes,Kymenlaakso,Education,75,59
2009,Total,Both sexes,South Karelia,Education,61,49
2009,Total,Both sexes,Etelä-Savo,Education,87,61
2009,Total,Both sexes,Pohjois-Savo,Education,127,96
2009,Total,Both sexes,North Karelia,Education,135,82
2009,Total,Both sexes,Central Finland,Education,271,143
2009,Total,Both sexes,South Ostrobothnia,Education,105,69
2009,Total,Both sexes,Ostrobothnia,Education,215,152
2009,Total,Both sexes,Central Ostrobothnia,Education,48,31
2009,Total,Both sexes,North Ostrobothnia,Education,361,219
2009,Total,Both sexes,Kainuu,Education,60,42
2009,Total,Both sexes,Lapland,Education,166,112
2009,Total,Both sexes,Åland,Education,6,
2009,Total,Both sexes,Unknown,Education,,
2009,Total,Males,Total,Education,616,485
2009,Total,Males,Uusimaa,Education,189,146
2009,Total,Males,Varsinais-Suomi,Education,68,54
2009,Total,Males,Satakunta,Education,21,17
2009,Total,Males,Kanta-Häme,Education,20,17
2009,Total,Males,Pirkanmaa,Education,31,23
2009,Total,Males,Päijät-Häme,Education,14,13
2009,Total,Males,Kymenlaakso,Education,15,14
2009,Total,Males,South Karelia,Education,5,
2009,Total,Males,Etelä-Savo,Education,15,12
2009,Total,Males,Pohjois-Savo,Education,21,20
2009,Total,Males,North Karelia,Education,24,13
2009,Total,Males,Central Finland,Education,36,23
2009,Total,Males,South Ostrobothnia,Education,15,14
2009,Total,Males,Ostrobothnia,Education,34,29
2009,Total,Males,Central Ostrobothnia,Education,5,
2009,Total,Males,North Ostrobothnia,Education,57,44
2009,Total,Males,Kainuu,Education,16,12
2009,Total,Males,Lapland,Education,29,25
2009,Total,Males,Åland,Education,1,
2009,Total,Males,Unknown,Education,,
2009,Total,Females,Total,Education,3286,2202
2009,Total,Females,Uusimaa,Education,1075,781
2009,Total,Females,Varsinais-Suomi,Education,270,174
2009,Total,Females,Satakunta,Education,88,66
2009,Total,Females,Kanta-Häme,Education,71,58
2009,Total,Females,Pirkanmaa,Education,263,164
2009,Total,Females,Päijät-Häme,Education,75,56
2009,Total,Females,Kymenlaakso,Education,60,45
2009,Total,Females,South Karelia,Education,56,45
2009,Total,Females,Etelä-Savo,Education,72,49
2009,Total,Females,Pohjois-Savo,Education,106,76
2009,Total,Females,North Karelia,Education,111,69
2009,Total,Females,Central Finland,Education,235,120
2009,Total,Females,South Ostrobothnia,Education,90,55
2009,Total,Females,Ostrobothnia,Education,181,123
2009,Total,Females,Central Ostrobothnia,Education,43,27
2009,Total,Females,North Ostrobothnia,Education,304,175
2009,Total,Females,Kainuu,Education,44,30
2009,Total,Females,Lapland,Education,137,87
2009,Total,Females,Åland,Education,5,
2009,Total,Females,Unknown,Education,,
2009,31 General upper secondary education,Both sexes,Total,Education,,
2009,31 General upper secondary education,Both sexes,Uusimaa,Education,,
2009,31 General upper secondary education,Both sexes,Varsinais-Suomi,Education,,
2009,31 General upper secondary education,Both sexes,Satakunta,Education,,
2009,31 General upper secondary education,Both sexes,Kanta-Häme,Education,,
2009,31 General upper secondary education,Both sexes,Pirkanmaa,Education,,
2009,31 General upper secondary education,Both sexes,Päijät-Häme,Education,,
2009,31 General upper secondary education,Both sexes,Kymenlaakso,Education,,
2009,31 General upper secondary education,Both sexes,South Karelia,Education,,
2009,31 General upper secondary education,Both sexes,Etelä-Savo,Education,,
2009,31 General upper secondary education,Both sexes,Pohjois-Savo,Education,,
2009,31 General upper secondary education,Both sexes,North Karelia,Education,,
2009,31 General upper secondary education,Both sexes,Central Finland,Education,,
2009,31 General upper secondary education,Both sexes,South Ostrobothnia,Education,,
2009,31 General upper secondary education,Both sexes,Ostrobothnia,Education,,
2009,31 General upper secondary education,Both sexes,Central Ostrobothnia,Education,,
2009,31 General upper secondary education,Both sexes,North Ostrobothnia,Education,,
2009,31 General upper secondary education,Both sexes,Kainuu,Education,,
2009,31 General upper secondary education,Both sexes,Lapland,Education,,
2009,31 General upper secondary education,Both sexes,Åland,Education,,
2009,31 General upper secondary education,Both sexes,Unknown,Education,,
2009,31 General upper secondary education,Males,Total,Education,,
2009,31 General upper secondary education,Males,Uusimaa,Education,,
2009,31 General upper secondary education,Males,Varsinais-Suomi,Education,,
2009,31 General upper secondary education,Males,Satakunta,Education,,
2009,31 General upper secondary education,Males,Kanta-Häme,Education,,
2009,31 General upper secondary education,Males,Pirkanmaa,Education,,
2009,31 General upper secondary education,Males,Päijät-Häme,Education,,
2009,31 General upper secondary education,Males,Kymenlaakso,Education,,
2009,31 General upper secondary education,Males,South Karelia,Education,,
2009,31 General upper secondary education,Males,Etelä-Savo,Education,,
2009,31 General upper secondary education,Males,Pohjois-Savo,Education,,
2009,31 General upper secondary education,Males,North Karelia,Education,,
2009,31 General upper secondary education,Males,Central Finland,Education,,
2009,31 General upper secondary education,Males,South Ostrobothnia,Education,,
2009,31 General upper secondary education,Males,Ostrobothnia,Education,,
2009,31 General upper secondary education,Males,Central Ostrobothnia,Education,,
2009,31 General upper secondary education,Males,North Ostrobothnia,Education,,
2009,31 General upper secondary education,Males,Kainuu,Education,,
2009,31 General upper secondary education,Males,Lapland,Education,,
2009,31 General upper secondary education,Males,Åland,Education,,
2009,31 General upper secondary education,Males,Unknown,Education,,
2009,31 General upper secondary education,Females,Total,Education,,
2009,31 General upper secondary education,Females,Uusimaa,Education,,
2009,31 General upper secondary education,Females,Varsinais-Suomi,Education,,
2009,31 General upper secondary education,Females,Satakunta,Education,,
2009,31 General upper secondary education,Females,Kanta-Häme,Education,,
2009,31 General upper secondary education,Females,Pirkanmaa,Education,,
2009,31 General upper secondary education,Females,Päijät-Häme,Education,,
2009,31 General upper secondary education,Females,Kymenlaakso,Education,,
2009,31 General upper secondary education,Females,South Karelia,Education,,
2009,31 General upper secondary education,Females,Etelä-Savo,Education,,
2009,31 General upper secondary education,Females,Pohjois-Savo,Education,,
2009,31 General upper secondary education,Females,North Karelia,Education,,
2009,31 General upper secondary education,Females,Central Finland,Education,,
2009,31 General upper secondary education,Females,South Ostrobothnia,Education,,
2009,31 General upper secondary education,Females,Ostrobothnia,Education,,
2009,31 General upper secondary education,Females,Central Ostrobothnia,Education,,
2009,31 General upper secondary education,Females,North Ostrobothnia,Education,,
2009,31 General upper secondary education,Females,Kainuu,Education,,
2009,31 General upper secondary education,Females,Lapland,Education,,
2009,31 General upper secondary education,Females,Åland,Education,,
2009,31 General upper secondary education,Females,Unknown,Education,,
